Customer ID,Customer_Name,Segment,Total_Orders,Total_Sales,Total_Profit,First_Order_Date,Last_Order_Date,Recency_Days,Profit_Margin_%,Customer_Tier
BT-11485,Brad Thomas,Home Office,29,8878.05054,1170.75394,2011-02-04,2014-12-01,31,13.187060996388517,Gold
BT-11530,Bradley Talbott,Home Office,25,13808.318,930.8343,2011-05-21,2014-11-28,34,6.7411128567577885,Platinum
BT-11680,Brian Thompson,Consumer,22,14087.7631,1663.9095,2011-03-16,2014-12-13,19,11.811026975602678,Platinum
BT-1305,Beth Thompson,Home Office,10,1305.96,-44.24999999999999,2011-10-05,2014-11-30,32,-3.3883120463107588,Bronze
BT-1395,Bill Tyler,Corporate,4,448.848,-199.03199999999998,2013-04-02,2014-11-28,34,-44.34285103197519,Bronze
BT-1440,Bobby Trafton,Consumer,10,2132.565,-760.725,2011-04-04,2014-09-29,94,-35.671831808174666,Silver
BT-1485,Brad Thomas,Home Office,9,2803.974,-231.12600000000003,2011-01-25,2014-09-25,98,-8.242801110138682,Silver
BT-1530,Bradley Talbott,Home Office,7,1535.781,522.8009999999999,2011-01-26,2014-01-13,353,34.0413769932041,Bronze
BT-1680,Brian Thompson,Consumer,4,807.36,131.64,2011-12-22,2014-11-04,58,16.304994054696785,Bronze
BV-11245,Benjamin Venier,Corporate,22,20681.678,3415.0464,2011-06-02,2014-11-17,45,16.512424185310305,Platinum
BV-1245,Benjamin Venier,Corporate,3,684.264,-595.296,2011-06-08,2014-08-25,129,-86.99800077163201,Bronze
BW-1065,Barry Weirich,Consumer,5,9027.48,3341.34,2012-06-12,2014-12-09,23,37.01298701298701,Gold
BW-11065,Barry Weirich,Consumer,18,8409.0559,354.0633,2011-01-27,2014-11-11,51,4.2105000158222285,Gold
BW-1110,Bart Watters,Corporate,10,1696.83,258.42,2011-03-07,2014-06-30,185,15.229575148954227,Silver
BW-11110,Bart Watters,Corporate,35,30613.6165,3337.4659,2011-02-16,2014-11-07,55,10.90190013976297,Platinum
BW-11200,Ben Wallace,Consumer,29,11862.36908,1567.88038,2011-01-13,2014-11-21,41,13.217261825409329,Gold
BW-1200,Ben Wallace,Consumer,4,3105.816,784.326,2011-03-03,2014-08-20,134,25.25345996028097,Silver
CA-11965,Carol Adams,Corporate,26,21110.5214,3382.2603,2011-01-27,2014-12-13,19,16.021680544564852,Platinum
CA-12055,Cathy Armstrong,Home Office,22,10691.028,1738.3699,2011-03-21,2014-12-18,14,16.2600818181376,Gold
CA-12265,Christina Anderson,Consumer,31,18472.6689,3270.72,2011-01-26,2014-11-27,35,17.705725240384727,Platinum
CA-12310,Christine Abelman,Corporate,21,7166.23086,727.92866,2011-04-26,2014-12-18,14,10.157761788879908,Gold
CA-12775,Cynthia Arntzen,Consumer,26,18350.464,4605.4775,2011-06-28,2014-09-29,94,25.09733541342606,Platinum
CA-1965,Carol Adams,Corporate,8,2883.141,-103.17900000000006,2012-03-27,2014-08-26,128,-3.5787011457296067,Silver
CA-2055,Cathy Armstrong,Home Office,3,1601.73,131.4,2012-04-16,2014-04-17,259,8.203629825251447,Bronze
CA-2265,Christina Anderson,Consumer,7,3364.638,391.398,2011-09-19,2014-09-17,106,11.632692729500173,Silver
CA-2310,Christine Abelman,Corporate,5,636.0600000000001,139.23000000000002,2011-03-23,2014-01-29,337,21.889444392038488,Bronze
CA-2775,Cynthia Arntzen,Consumer,4,1485.897,-714.213,2011-06-07,2014-02-25,310,-48.066117638032786,Bronze
CB-12025,Cassandra Brandow,Consumer,25,11685.3186,-98.73150000000001,2011-03-21,2014-12-22,10,-0.8449191962981651,Gold
CB-12415,Christy Brittain,Consumer,23,12705.54736,2271.89566,2011-07-04,2014-12-05,27,17.88113172638632,Gold
CB-12535,Claudia Bergmann,Corporate,27,18108.67284,2401.90744,2011-01-22,2014-11-19,43,13.263851311590653,Platinum
CB-2025,Cassandra Brandow,Consumer,5,1840.8899999999999,307.56,2013-08-01,2014-12-09,23,16.707136222153416,Silver
CB-2415,Christy Brittain,Consumer,4,1232.568,-184.81199999999998,2011-02-24,2013-08-02,517,-14.994061179586035,Bronze
CB-2535,Claudia Bergmann,Corporate,2,147.12,-234.69,2014-01-13,2014-12-24,8,-159.52283849918433,Bronze
CC-12100,Chad Cunningham,Home Office,25,11500.12324,2384.25944,2011-11-15,2014-11-10,52,20.732468602658205,Gold
CC-12145,Charles Crestani,Consumer,24,12190.6666,1471.9290999999998,2011-07-20,2014-10-10,83,12.074229804627745,Gold
CC-12220,Chris Cortes,Consumer,32,7308.7328,1315.8066,2011-03-03,2014-12-11,21,18.003211172256837,Gold
CC-12370,Christopher Conant,Consumer,30,28229.8514,3982.9287,2011-02-04,2014-11-18,44,14.10892549012851,Platinum
CC-12430,Chuck Clark,Home Office,29,13997.592560000001,2779.92086,2011-01-24,2014-12-31,1,19.859992695772537,Platinum
CC-12475,Cindy Chapman,Consumer,30,17159.80046,3120.16346,2011-05-16,2014-12-15,17,18.182982181367397,Platinum
CC-12550,Clay Cheatham,Consumer,25,7908.65034,1167.45894,2011-03-17,2014-12-04,28,14.761797396646568,Gold
CC-12610,Corey Catlett,Corporate,29,16822.64,2950.1929999999998,2011-07-16,2014-12-15,17,17.537039370752748,Platinum
CC-12670,Craig Carreira,Consumer,28,9969.0279,-549.5837,2011-04-13,2014-12-15,17,-5.512911645076247,Gold
CC-12685,Craig Carroll,Consumer,20,12798.5442,693.6283,2011-03-22,2014-11-07,55,5.419587487145608,Gold
CC-2100,Chad Cunningham,Home Office,5,1020.048,238.368,2012-12-08,2014-11-01,61,23.368312079431554,Bronze
CC-2145,Charles Crestani,Consumer,6,1158.18,-164.13,2011-06-17,2013-08-14,505,-14.171372325545251,Bronze
CC-2220,Chris Cortes,Consumer,12,4174.182,1190.0819999999999,2011-06-24,2014-12-10,22,28.51054410181444,Silver
CC-2370,Christopher Conant,Consumer,9,6957.225,1620.405,2011-03-03,2014-12-25,7,23.29096730377413,Gold
CC-2430,Chuck Clark,Home Office,2,1041.57,160.59,2012-08-31,2013-09-16,472,15.41807079696996,Bronze
CC-2475,Cindy Chapman,Consumer,7,3709.881,914.6909999999999,2011-05-03,2014-11-06,56,24.65553477321779,Silver
CC-2550,Clay Cheatham,Consumer,5,1433.3999999999999,357.09,2011-06-03,2014-04-04,272,24.912097111762243,Bronze
CC-2610,Corey Catlett,Corporate,3,782.3879999999999,52.81800000000001,2013-02-09,2014-01-21,345,6.750870412122888,Bronze
CC-2670,Craig Carreira,Consumer,6,1527.5819999999999,268.602,2011-08-02,2014-08-07,147,17.583475060585947,Bronze
CC-2685,Craig Carroll,Consumer,5,4019.4120000000003,1556.232,2011-12-21,2014-08-22,132,38.71790202148971,Silver
CD-11920,Carlos Daly,Consumer,27,18296.7474,4751.7303999999995,2011-03-12,2014-12-29,3,25.970355802146557,Platinum
CD-11980,Carol Darley,Consumer,23,11848.16246,1648.43926,2011-03-22,2014-12-30,2,13.913037279537777,Gold
CD-12280,Christina DeMoss,Consumer,24,16779.54838,2367.38178,2011-06-27,2014-11-20,42,14.108733598704879,Platinum
CD-12790,Cynthia Delaney,Home Office,25,13468.1145,2080.4847,2011-02-03,2014-10-16,77,15.447483016275218,Platinum
CD-1920,Carlos Daly,Consumer,4,1821.219,277.17900000000003,2012-01-08,2014-02-20,315,15.219421716992851,Silver
CD-1980,Carol Darley,Consumer,7,1380.228,231.918,2011-04-22,2014-12-25,7,16.80287604656622,Bronze
CD-2280,Christina DeMoss,Consumer,7,1205.04,224.4,2012-09-18,2014-12-19,13,18.621788488348937,Bronze
CD-2790,Cynthia Delaney,Home Office,7,1030.788,73.818,2011-11-01,2014-08-22,132,7.161317361086858,Bronze
CG-12040,Catherine Glotzbach,Home Office,19,3596.268,149.0706,2011-10-21,2014-12-10,22,4.145147135864179,Silver
CG-12520,Claire Gute,Consumer,18,13545.47002,2398.13442,2011-07-06,2014-12-03,29,17.704327841404798,Platinum
CG-2040,Catherine Glotzbach,Home Office,5,518.94,-395.90999999999997,2011-07-15,2013-12-18,379,-76.29205688518903,Bronze
CG-2520,Claire Gute,Consumer,7,1116.204,168.44400000000002,2013-01-08,2014-09-03,120,15.090789855617793,Bronze
CH-12070,Cathy Hwang,Home Office,21,11122.55656,1493.42166,2011-04-12,2014-10-03,90,13.426963953330526,Gold
CH-2070,Cathy Hwang,Home Office,8,4545.6179999999995,1178.088,2012-03-19,2014-02-28,307,25.917004024535277,Silver
CJ-11875,Carl Jackson,Corporate,23,12538.83296,1857.24496,2011-09-27,2014-12-18,14,14.811944348607064,Gold
CJ-12010,Caroline Jumper,Consumer,26,19356.0046,2386.722,2011-06-02,2014-11-28,34,12.330654230160702,Platinum
CJ-1875,Carl Jackson,Corporate,6,1431.432,100.182,2011-09-12,2014-11-29,33,6.998725751555086,Bronze
CJ-2010,Caroline Jumper,Consumer,3,223.56,30.87,2011-11-15,2014-11-15,47,13.808373590982287,Bronze
CK-12205,Chloris Kastensmidt,Consumer,38,13625.20784,1311.20594,2011-03-11,2014-12-27,5,9.623383036775754,Platinum
CK-12325,Christine Kargatis,Home Office,27,9927.89832,849.51822,2011-03-14,2014-10-31,62,8.55687873322216,Gold
CK-12595,Clytie Kelty,Consumer,33,16480.86618,2175.84598,2011-07-29,2014-11-18,44,13.202255004293711,Platinum
CK-12760,Cyma Kinney,Corporate,26,6574.8044,-100.50570000000009,2011-02-08,2014-11-04,58,-1.5286492781443064,Gold
CK-2205,Chloris Kastensmidt,Consumer,5,950.697,-345.393,2012-04-03,2014-10-13,80,-36.33050277848778,Bronze
CK-2325,Christine Kargatis,Home Office,8,3125.295,531.195,2011-09-28,2014-12-31,1,16.99663551760714,Silver
CK-2595,Clytie Kelty,Consumer,3,662.28,197.79,2013-04-25,2014-05-30,216,29.865011777495926,Bronze
CK-2760,Cyma Kinney,Corporate,12,4015.95,625.89,2012-06-22,2014-11-24,38,15.585104396220073,Silver
CL-11890,Carl Ludwig,Consumer,31,17622.41136,-247.73794000000007,2011-01-22,2014-12-18,14,-1.405811809400414,Platinum
CL-12565,Clay Ludtke,Consumer,30,17008.13588,614.58298,2011-02-09,2014-12-26,6,3.6134646638300487,Platinum
CL-12700,Craig Leslie,Home Office,31,17943.6508,2563.4447,2011-01-15,2014-12-23,9,14.286082183453994,Platinum
CL-1890,Carl Ludwig,Consumer,9,560.745,83.475,2011-04-04,2014-09-30,93,14.886445710617124,Bronze
CL-2565,Clay Ludtke,Consumer,6,2775.636,708.846,2011-06-20,2014-11-19,43,25.538146932811074,Silver
CL-2700,Craig Leslie,Home Office,4,1432.374,106.884,2013-06-13,2014-08-12,142,7.462017601548199,Bronze
CM-11815,Candace McMahon,Corporate,23,14362.8004,-2881.6445999999996,2011-03-14,2014-11-21,41,-20.063250339397598,Platinum
CM-11830,Cari MacIntyre,Corporate,24,16828.819,2444.699,2011-07-08,2014-12-25,7,14.526860143899581,Platinum
CM-11935,Carlos Meador,Consumer,18,9689.0124,2081.088,2011-08-25,2014-11-25,37,21.47884546003884,Gold
CM-12115,Chad McGuire,Consumer,20,14657.9493,2164.8172,2011-02-10,2014-12-23,9,14.768895400668358,Platinum
CM-12160,Charles McCrossin,Consumer,26,17910.03942,432.55682,2011-01-31,2014-12-05,27,2.4151639751108935,Platinum
CM-12190,Charlotte Melton,Consumer,25,11375.05222,598.4815199999999,2011-06-06,2014-12-31,1,5.261351846347831,Gold
CM-12235,Chris McAfee,Consumer,22,11377.591,1953.9977000000001,2011-01-03,2014-11-19,43,17.174089840283415,Gold
CM-12385,Christopher Martinez,Consumer,25,21882.96992,3029.96032,2011-01-08,2014-11-24,38,13.846202462814519,Platinum
CM-12445,Chuck Magee,Consumer,25,11971.70808,1188.12768,2011-06-09,2014-12-16,16,9.924462508277266,Gold
CM-12655,Corinna Mitchell,Home Office,18,14188.72268,-733.9564199999999,2011-10-21,2014-12-04,28,-5.172815316452431,Platinum
CM-12715,Craig Molinari,Corporate,19,8392.5789,915.3873,2011-03-07,2014-11-20,42,10.907103893893687,Gold
CM-1815,Candace McMahon,Corporate,5,431.874,82.854,2011-11-01,2014-10-31,62,19.18476222231484,Bronze
CM-1830,Cari MacIntyre,Corporate,13,4777.407,39.987000000000016,2011-08-15,2014-09-09,114,0.8370021645633293,Silver
CM-1935,Carlos Meador,Consumer,7,459.294,125.274,2011-02-23,2014-11-13,49,27.275339978314545,Bronze
CM-2115,Chad McGuire,Consumer,3,1907.3700000000001,277.53,2014-02-24,2014-12-11,21,14.550401862250112,Silver
CM-2160,Charles McCrossin,Consumer,5,2245.92,314.13,2011-08-17,2014-11-12,50,13.986695875187005,Silver
CM-2190,Charlotte Melton,Consumer,4,1451.49,-480.68999999999994,2012-11-05,2014-08-01,153,-33.11700390633073,Bronze
CM-2235,Chris McAfee,Consumer,5,243.03,-66.3,2012-06-27,2014-11-10,52,-27.280582644118006,Bronze
CM-2385,Christopher Martinez,Consumer,4,580.614,-19.926,2011-12-08,2013-06-05,575,-3.431884177784207,Bronze
CM-2445,Chuck Magee,Consumer,4,1741.578,288.528,2011-04-25,2014-01-17,349,16.567044370105734,Silver
CM-2655,Corinna Mitchell,Home Office,12,1389.834,-221.10599999999997,2011-08-06,2014-11-11,51,-15.90880637543764,Bronze
CM-2715,Craig Molinari,Corporate,7,2838.264,294.95400000000006,2011-05-12,2014-09-05,118,10.392056552878802,Silver
CP-12085,Cathy Prescott,Corporate,23,14183.8819,620.3837,2011-12-04,2014-10-23,70,4.373863970201274,Platinum
CP-12340,Christine Phan,Corporate,30,20109.46928,182.97137999999993,2011-01-24,2014-12-23,9,0.9098767225148765,Platinum
CP-2085,Cathy Prescott,Corporate,10,5585.7,1130.19,2011-06-27,2014-08-11,143,20.23363231108008,Silver
CP-2340,Christine Phan,Corporate,4,5044.65,1565.31,2011-08-11,2013-09-24,464,31.029110047277808,Silver
CR-12580,Clay Rozendal,Home Office,20,8700.3125,818.0318,2011-08-12,2014-12-09,23,9.40232664056607,Gold
CR-12625,Corey Roper,Home Office,28,17271.20568,1478.57508,2011-03-08,2014-11-18,44,8.560925666655601,Platinum
CR-12730,Craig Reiter,Consumer,24,19487.963760000002,1648.04136,2011-08-20,2014-12-09,23,8.456714002017417,Platinum
CR-12820,Cyra Reiten,Home Office,24,14470.55056,3391.18846,2011-06-11,2014-11-01,61,23.43510321835329,Platinum
CR-2580,Clay Rozendal,Home Office,5,3057.2639999999997,1127.964,2013-10-10,2014-11-27,35,36.89455670167837,Silver
CR-2625,Corey Roper,Home Office,9,5079.897,866.547,2011-01-23,2014-08-14,140,17.058357679299405,Silver
CR-2730,Craig Reiter,Consumer,11,1359.576,-212.60399999999998,2011-07-15,2014-12-26,6,-15.637522286359864,Bronze
CR-2820,Cyra Reiten,Home Office,8,1188.012,-78.46800000000002,2011-12-15,2014-11-06,56,-6.604983788042547,Bronze
CS-11845,Cari Sayre,Corporate,26,20471.0526,3274.9862,2011-01-13,2014-12-16,16,15.998132895227869,Platinum
CS-11860,Cari Schnelling,Consumer,21,10555.92482,970.34032,2011-03-03,2014-10-15,78,9.192376192008538,Gold
CS-11950,Carlos Soltero,Consumer,31,14222.97134,-1148.07796,2011-02-24,2014-12-06,26,-8.071997985197376,Platinum
CS-12130,Chad Sievert,Consumer,22,10981.231,641.4549,2011-03-18,2014-12-20,12,5.841375160945071,Gold
CS-12175,Charles Sheldon,Corporate,29,16706.0963,3114.0088,2011-04-29,2014-11-01,61,18.63995480500133,Platinum
CS-12250,Chris Selesnick,Corporate,30,12496.1053,2210.8319,2011-01-14,2014-12-05,27,17.692167654829223,Gold
CS-12355,Christine Sundaresam,Consumer,31,9240.896999999999,-115.63180000000001,2011-08-15,2014-12-25,7,-1.2513049328436407,Gold
CS-12400,Christopher Schild,Home Office,23,10221.36436,1373.06256,2011-06-24,2014-12-30,2,13.433261075921571,Gold
CS-12460,Chuck Sachs,Consumer,23,20084.21728,2801.27258,2011-05-08,2014-12-25,7,13.947631321383513,Platinum
CS-12490,Cindy Schnelling,Corporate,30,11110.4965,-422.25810000000007,2011-04-09,2014-12-29,3,-3.8005331264898925,Gold
CS-12505,Cindy Stewart,Consumer,16,11535.2464,-6437.3681,2011-03-26,2014-12-04,28,-55.80607363532347,Gold
CS-1845,Cari Sayre,Corporate,8,1593.3120000000001,-359.658,2011-11-23,2014-12-07,25,-22.57298005663674,Bronze
CS-1860,Cari Schnelling,Consumer,9,1618.674,349.554,2011-12-16,2014-11-11,51,21.595083383065397,Bronze
CS-1950,Carlos Soltero,Consumer,5,714.072,148.002,2011-05-21,2014-08-18,136,20.72648136322388,Bronze
CS-2130,Chad Sievert,Consumer,4,1367.268,-645.5219999999999,2011-09-28,2014-03-01,306,-47.21254355400696,Bronze
CS-2175,Charles Sheldon,Corporate,5,3340.098,1214.568,2011-01-18,2014-11-04,58,36.36324443175021,Silver
CS-2250,Chris Selesnick,Corporate,4,1917.624,391.674,2011-09-29,2014-12-29,3,20.424963392197842,Silver
CS-2355,Christine Sundaresam,Consumer,9,1307.16,114.48,2011-04-02,2014-11-06,56,8.757917928945194,Bronze
CS-2400,Christopher Schild,Home Office,5,2293.17,706.98,2012-09-25,2014-12-20,12,30.8298120069598,Silver
CS-2460,Chuck Sachs,Consumer,8,2671.227,141.83699999999996,2011-01-11,2014-06-12,203,5.3098070661909285,Silver
CS-2490,Cindy Schnelling,Corporate,3,1664.13,611.13,2012-01-22,2014-07-15,170,36.72369346144832,Bronze
CS-2505,Cindy Stewart,Consumer,7,1894.5,285.81,2011-04-22,2014-11-11,51,15.086302454473477,Silver
CT-11995,Carol Triggs,Consumer,27,13715.79704,2509.39534,2011-04-29,2014-12-03,29,18.295658157391344,Platinum
CT-1995,Carol Triggs,Consumer,2,422.778,-71.592,2011-10-27,2012-11-08,784,-16.93370989029703,Bronze
CV-12295,Christina VanderZanden,Consumer,20,9042.26818,1126.4462800000001,2011-03-28,2014-11-22,40,12.457563274793298,Gold
CV-12805,Cynthia Voltz,Corporate,20,9764.1306,1737.4445,2011-06-22,2014-12-27,5,17.794154658275463,Gold
CV-2295,Christina VanderZanden,Consumer,9,1283.241,-521.109,2011-08-08,2014-10-07,86,-40.60881782923083,Bronze
CV-2805,Cynthia Voltz,Corporate,7,5088.852,172.662,2011-04-27,2014-04-18,258,3.3929459925342695,Silver
CW-11905,Carl Weiss,Home Office,25,12917.6316,2635.8494,2011-06-09,2014-12-23,9,20.40505165048986,Gold
CW-1905,Carl Weiss,Home Office,4,1436.31,371.55,2011-08-09,2013-12-12,385,25.86837103410824,Bronze
CY-12745,Craig Yedwab,Corporate,31,13928.4683,1721.259,2011-11-24,2014-11-01,61,12.35784842185411,Platinum
CY-2745,Craig Yedwab,Corporate,4,293.034,-179.01600000000002,2011-05-06,2013-08-26,493,-61.09052191895822,Bronze
Co-12640,Corey-Lock,Consumer,25,12279.23076,1295.1629599999999,2011-04-14,2014-12-27,5,10.547590360619624,Gold
Co-2640,Corey-Lock,Consumer,5,767.637,-99.12299999999998,2011-05-25,2014-01-03,363,-12.912743914115655,Bronze
DA-13450,Dianna Arnett,Home Office,25,13035.368260000001,-826.07134,2011-04-25,2014-12-18,14,-6.337153838107216,Gold
DA-3450,Dianna Arnett,Home Office,4,2212.05,528.24,2011-04-04,2014-12-17,15,23.880111209059468,Silver
DB-12910,Daniel Byrd,Home Office,27,12338.2837,781.9895,2011-07-18,2014-12-29,3,6.3379114876407,Gold
DB-12970,Darren Budd,Corporate,11,9166.2092,463.2449,2011-03-14,2014-05-28,218,5.05383294110285,Gold
DB-13060,Dave Brooks,Consumer,26,23476.91166,3315.62286,2011-03-01,2014-12-15,17,14.122908958460508,Platinum
DB-13120,David Bremer,Corporate,16,5602.59462,-2028.5785799999999,2011-12-14,2014-12-26,6,-36.207841501836164,Silver
DB-13210,Dean Braden,Consumer,27,13743.5959,1479.9668,2011-06-06,2014-12-24,8,10.768410325568434,Platinum
DB-13270,Deborah Brumfield,Home Office,25,11690.3695,1420.4588999999999,2011-02-05,2014-12-22,10,12.150675819100499,Gold
DB-13360,Dennis Bolton,Home Office,28,6919.81436,848.44686,2011-01-27,2014-11-14,48,12.261121698646264,Gold
DB-13405,Denny Blanton,Consumer,26,16083.95666,1988.81386,2011-05-22,2014-12-03,29,12.36520280451937,Platinum
DB-13555,Dorothy Badders,Corporate,22,9415.2204,943.0146,2011-04-21,2014-11-25,37,10.015852629429684,Gold
DB-13615,Doug Bickford,Consumer,28,10031.4568,1995.248,2011-07-18,2014-12-04,28,19.88991269941969,Gold
DB-13660,Duane Benoit,Consumer,20,11397.064840000001,1267.33634,2011-02-07,2014-12-19,13,11.11984846793238,Gold
DB-2910,Daniel Byrd,Home Office,8,3051.18,874.95,2011-04-07,2014-11-07,55,28.675791005447078,Silver
DB-2970,Darren Budd,Corporate,4,513.03,123.72,2012-12-31,2014-11-04,58,24.11554879831589,Bronze
DB-3060,Dave Brooks,Consumer,8,2070.258,336.738,2011-12-28,2014-12-23,9,16.265508936567326,Silver
DB-3120,David Bremer,Corporate,4,671.232,-242.118,2011-09-30,2014-01-07,359,-36.07068792906178,Bronze
DB-3210,Dean Braden,Consumer,7,387.021,-54.159000000000006,2011-02-03,2013-05-28,583,-13.993814289147103,Bronze
DB-3270,Deborah Brumfield,Home Office,2,886.23,219.78,2013-07-18,2014-11-13,49,24.799431298872754,Bronze
DB-3360,Dennis Bolton,Home Office,2,3691.53,1074.27,2011-09-08,2013-10-23,435,29.100941885884712,Silver
DB-3405,Denny Blanton,Consumer,2,548.682,-30.257999999999996,2012-04-07,2013-06-22,558,-5.514669699388716,Bronze
DB-3555,Dorothy Badders,Corporate,3,971.1120000000001,299.262,2012-08-08,2014-12-26,6,30.81642488199095,Bronze
DB-3615,Doug Bickford,Consumer,4,2824.152,972.432,2012-04-09,2014-09-15,108,34.43270758797685,Silver
DB-3660,Duane Benoit,Consumer,3,2207.712,150.462,2012-08-17,2014-05-08,238,6.815291124929339,Silver
DC-12850,Dan Campbell,Consumer,29,9307.3655,-659.5637999999999,2011-07-05,2014-11-24,38,-7.086471461768638,Gold
DC-13285,Debra Catini,Consumer,23,16164.6499,1043.3901,2011-04-28,2014-12-13,19,6.454764603345972,Platinum
DC-2850,Dan Campbell,Consumer,9,4131.144,589.0740000000001,2011-08-16,2014-11-27,35,14.259343174675104,Silver
DC-3285,Debra Catini,Consumer,4,800.004,-178.05599999999998,2012-08-20,2013-12-04,393,-22.256888715556418,Bronze
DD-13570,Dorothy Dickinson,Consumer,24,8741.4648,959.7672,2011-01-03,2014-11-20,42,10.979477947448808,Gold
DD-3570,Dorothy Dickinson,Consumer,8,2331.4139999999998,439.884,2012-12-20,2014-10-29,64,18.867691452483346,Silver
DE-13255,Deanra Eno,Home Office,22,10085.789999999999,1657.8874,2011-08-22,2014-12-12,20,16.437853653506572,Gold
DE-3255,Deanra Eno,Home Office,8,2714.49,77.61,2011-06-23,2014-11-13,49,2.8591006045334484,Silver
DF-13135,David Flashing,Consumer,18,10240.3839,474.0002,2011-01-11,2014-12-22,10,4.628734670777333,Gold
DF-3135,David Flashing,Consumer,4,1301.652,-110.928,2011-06-18,2014-11-18,44,-8.522093462768849,Bronze
DG-13300,Deirdre Greer,Corporate,28,13731.428,2067.2561,2011-07-09,2014-12-01,31,15.05492436766227,Platinum
DG-3300,Deirdre Greer,Corporate,6,2982.312,307.062,2012-05-22,2014-12-17,15,10.296105840032835,Silver
DH-13075,Dave Hallsten,Corporate,25,14128.6781,1370.5765000000001,2011-02-01,2014-10-17,76,9.70067043993309,Platinum
DH-13675,Duane Huffman,Home Office,17,7817.3085,842.9995,2011-08-12,2014-12-10,22,10.78375632738557,Gold
DH-3075,Dave Hallsten,Corporate,10,2063.682,311.292,2011-08-01,2014-07-25,160,15.084300778899074,Silver
DH-3675,Duane Huffman,Home Office,12,4661.844,1308.144,2011-04-13,2014-12-11,21,28.060655826321085,Silver
DJ-13420,Denny Joy,Corporate,28,22142.43114,3173.13614,2011-03-21,2014-12-09,23,14.330567948646673,Platinum
DJ-13510,Don Jones,Corporate,31,15420.2879,2695.862,2011-01-15,2014-12-25,7,17.482565938344123,Platinum
DJ-13630,Doug Jacobs,Consumer,27,12560.130000000001,2205.8764,2011-09-15,2014-12-19,13,17.562528413320564,Gold
DJ-3420,Denny Joy,Corporate,4,419.64,82.25999999999999,2012-05-25,2014-12-30,2,19.60251644266514,Bronze
DJ-3510,Don Jones,Corporate,7,5976.6900000000005,1614.6,2012-09-07,2014-12-25,7,27.014953092765392,Silver
DJ-3630,Doug Jacobs,Consumer,6,1293.9479999999999,469.87800000000004,2012-03-02,2014-11-27,35,36.313514917137326,Bronze
DK-12835,Damala Kotsonis,Corporate,32,17590.5547,2632.1875,2011-01-31,2014-12-10,22,14.963641254587612,Platinum
DK-12895,Dana Kaydos,Consumer,22,18340.62916,1080.66276,2011-05-17,2014-11-16,46,5.892179328050925,Platinum
DK-12985,Darren Koutras,Consumer,35,14823.9685,1366.8047,2011-01-20,2014-12-30,2,9.220234783958155,Platinum
DK-13090,Dave Kipp,Consumer,36,19178.6392,4004.4357,2011-03-15,2014-12-23,9,20.87966543528281,Platinum
DK-13150,David Kendrick,Corporate,22,15983.711,2064.7237,2011-02-01,2014-12-21,11,12.917674124613491,Platinum
DK-13225,Dean Katz,Corporate,29,9246.4686,898.324,2011-03-14,2014-12-30,2,9.715319857356135,Gold
DK-13375,Dennis Kane,Consumer,26,16258.534,2159.7979,2011-09-07,2014-12-27,5,13.284087605930523,Platinum
DK-2835,Damala Kotsonis,Corporate,11,3373.143,285.663,2011-02-24,2014-12-10,22,8.468748582553424,Silver
DK-2895,Dana Kaydos,Consumer,6,1292.13,282.9,2012-11-03,2014-08-07,147,21.89408186482784,Bronze
DK-2985,Darren Koutras,Consumer,1,81.432,-78.888,2011-09-12,2011-09-12,1207,-96.87592101385205,Bronze
DK-3090,Dave Kipp,Consumer,3,273.76800000000003,76.128,2014-07-17,2014-10-24,69,27.807486631016037,Bronze
DK-3150,David Kendrick,Corporate,14,1577.874,114.41399999999999,2011-02-01,2014-11-04,58,7.251149331315427,Bronze
DK-3225,Dean Katz,Corporate,8,1407.984,108.774,2012-11-29,2014-10-27,66,7.725513926294618,Bronze
DK-3375,Dennis Kane,Consumer,10,3846.78,805.71,2011-02-27,2014-09-05,118,20.94505014583626,Silver
DL-12865,Dan Lawera,Consumer,34,11185.7181,280.3310000000001,2011-01-10,2014-11-04,58,2.506151124977842,Gold
DL-12925,Daniel Lacy,Consumer,21,11364.6808,1411.794,2011-02-18,2014-11-04,58,12.4226454296895,Gold
DL-13315,Delfina Latchford,Consumer,27,18505.6005,2265.2257,2011-01-17,2014-12-13,19,12.2407576020027,Platinum
DL-13330,Denise Leinenbach,Consumer,34,16781.631,2652.7522,2011-03-14,2014-12-19,13,15.807475447410324,Platinum
DL-13495,Dionis Lloyd,Corporate,27,15872.184000000001,2474.764,2011-07-30,2014-12-09,23,15.591830336644282,Platinum
DL-2865,Dan Lawera,Consumer,7,1502.964,145.704,2011-08-30,2014-06-12,203,9.694443779092515,Bronze
DL-2925,Daniel Lacy,Consumer,7,831.996,-303.354,2012-01-26,2014-11-24,38,-36.46099260092597,Bronze
DL-3315,Delfina Latchford,Consumer,6,1746.87,533.31,2012-01-23,2014-11-14,48,30.52946126500541,Silver
DL-3330,Denise Leinenbach,Consumer,3,1159.3500000000001,94.74000000000001,2012-05-23,2013-01-25,706,8.171820416612757,Bronze
DL-3495,Dionis Lloyd,Corporate,5,773.604,-913.8960000000001,2011-06-29,2014-03-24,283,-118.13485969565825,Bronze
DM-12955,Dario Medina,Corporate,32,19862.57592,2206.2202199999997,2011-07-11,2014-11-21,41,11.10742246567584,Platinum
